x,y,z,groundZ,timestamp,obstacle
1342.66,166.19,2.62,-0.22,2026-05-10T07:27:36Z,false
1344.28,165.94,2.62,-0.22,2026-05-10T07:27:38Z,false
1345.91,165.69,2.63,-0.22,2026-05-10T07:27:40Z,false
1347.53,165.44,2.63,-0.22,2026-05-10T07:27:42Z,false
1349.14,165.20,2.63,-0.22,2026-05-10T07:27:44Z,false
1350.75,164.97,2.63,-0.21,2026-05-10T07:27:46Z,false
1352.36,164.74,2.64,-0.21,2026-05-10T07:27:48Z,false
1353.96,164.52,2.64,-0.21,2026-05-10T07:27:50Z,false
1355.56,164.30,2.64,-0.21,2026-05-10T07:27:52Z,false
1357.16,164.09,2.64,-0.20,2026-05-10T07:27:54Z,false
1358.76,163.89,2.65,-0.20,2026-05-10T07:27:56Z,false
1360.36,163.69,2.65,-0.20,2026-05-10T07:27:58Z,false
1361.95,163.49,2.65,-0.20,2026-05-10T07:28:00Z,false
1363.55,163.30,2.65,-0.20,2026-05-10T07:28:02Z,false
1365.15,163.12,2.66,-0.19,2026-05-10T07:28:04Z,false
1366.74,162.94,2.66,-0.19,2026-05-10T07:28:06Z,false
1368.35,162.76,2.66,-0.19,2026-05-10T07:28:08Z,false
1369.95,162.58,2.66,-0.19,2026-05-10T07:28:10Z,false
1371.56,162.41,2.67,-0.18,2026-05-10T07:28:12Z,false
1373.17,162.24,2.67,-0.18,2026-05-10T07:28:14Z,false
1374.79,162.06,2.67,-0.18,2026-05-10T07:28:16Z,false
1376.41,161.89,2.67,-0.18,2026-05-10T07:28:18Z,false
1378.03,161.72,2.68,-0.17,2026-05-10T07:28:20Z,false
1379.67,161.55,2.68,-0.17,2026-05-10T07:28:22Z,false
1381.31,161.38,2.68,-0.17,2026-05-10T07:28:24Z,false
1382.95,161.20,2.68,-0.17,2026-05-10T07:28:26Z,false
1384.60,161.03,2.69,-0.17,2026-05-10T07:28:28Z,false
1386.26,160.85,2.69,-0.16,2026-05-10T07:28:30Z,false
1387.92,160.67,2.69,-0.16,2026-05-10T07:28:32Z,false
1389.59,160.48,2.69,-0.16,2026-05-10T07:28:34Z,false
1391.27,160.29,2.69,-0.16,2026-05-10T07:28:36Z,false
1392.95,160.09,2.70,-0.15,2026-05-10T07:28:38Z,false
1394.64,159.90,2.70,-0.15,2026-05-10T07:28:40Z,false
1396.33,159.69,2.70,-0.15,2026-05-10T07:28:42Z,false
1398.02,159.48,2.70,-0.15,2026-05-10T07:28:44Z,false
1399.72,159.27,2.71,-0.15,2026-05-10T07:28:46Z,false
1401.42,159.05,2.71,-0.14,2026-05-10T07:28:48Z,false
1403.13,158.83,2.71,-0.14,2026-05-10T07:28:50Z,false
1404.83,158.60,2.71,-0.14,2026-05-10T07:28:52Z,false
1406.53,158.37,2.71,-0.14,2026-05-10T07:28:54Z,false
1408.24,158.14,2.72,-0.14,2026-05-10T07:28:56Z,false
1409.94,157.90,2.72,-0.13,2026-05-10T07:28:58Z,false
1411.64,157.65,2.72,-0.13,2026-05-10T07:29:00Z,false
1413.34,157.41,2.72,-0.13,2026-05-10T07:29:02Z,false
1415.03,157.16,2.72,-0.13,2026-05-10T07:29:04Z,false
1416.72,156.90,2.73,-0.13,2026-05-10T07:29:06Z,false
1418.41,156.65,2.73,-0.12,2026-05-10T07:29:08Z,false
1420.09,156.39,2.73,-0.12,2026-05-10T07:29:10Z,false
1421.76,156.14,2.73,-0.12,2026-05-10T07:29:12Z,false
1423.43,155.88,2.73,-0.12,2026-05-10T07:29:14Z,false
1425.09,155.63,2.74,-0.11,2026-05-10T07:29:16Z,false
1426.75,155.37,2.74,-0.11,2026-05-10T07:29:18Z,false
1428.40,155.12,2.74,-0.11,2026-05-10T07:29:20Z,false
1430.04,154.86,2.74,-0.11,2026-05-10T07:29:22Z,false
1431.68,154.61,2.74,-0.11,2026-05-10T07:29:24Z,false
1433.31,154.36,2.74,-0.11,2026-05-10T07:29:26Z,false
1434.94,154.12,2.75,-0.10,2026-05-10T07:29:28Z,false
1436.56,153.88,2.75,-0.10,2026-05-10T07:29:30Z,false
1438.17,153.64,2.75,-0.10,2026-05-10T07:29:32Z,false
1439.78,153.41,2.75,-0.10,2026-05-10T07:29:34Z,false
1441.38,153.17,2.75,-0.10,2026-05-10T07:29:36Z,false
1442.98,152.95,2.75,-0.09,2026-05-10T07:29:38Z,false
1444.58,152.73,2.75,-0.09,2026-05-10T07:29:40Z,false
1446.18,152.51,2.76,-0.09,2026-05-10T07:29:42Z,false
1447.77,152.30,2.76,-0.09,2026-05-10T07:29:44Z,false
1449.36,152.09,2.76,-0.09,2026-05-10T07:29:46Z,false
1450.95,151.88,2.76,-0.08,2026-05-10T07:29:48Z,false
1452.55,151.68,2.76,-0.08,2026-05-10T07:29:50Z,false
1454.14,151.48,2.76,-0.08,2026-05-10T07:29:52Z,false
1455.73,151.29,2.76,-0.08,2026-05-10T07:29:54Z,false
1457.33,151.09,2.76,-0.08,2026-05-10T07:29:56Z,false
1458.93,150.90,2.77,-0.08,2026-05-10T07:29:58Z,false
1460.53,150.72,2.77,-0.07,2026-05-10T07:30:00Z,false
1462.14,150.53,2.77,-0.07,2026-05-10T07:30:02Z,false
1463.75,150.34,2.77,-0.07,2026-05-10T07:30:04Z,false
1465.36,150.16,2.77,-0.07,2026-05-10T07:30:06Z,false
1466.98,149.97,2.77,-0.07,2026-05-10T07:30:08Z,false
1468.60,149.79,2.77,-0.07,2026-05-10T07:30:10Z,false
1470.23,149.60,2.77,-0.06,2026-05-10T07:30:12Z,false
1471.86,149.41,2.77,-0.06,2026-05-10T07:30:14Z,false
1473.50,149.22,2.77,-0.06,2026-05-10T07:30:16Z,false
1475.14,149.02,2.77,-0.06,2026-05-10T07:30:18Z,false
1476.78,148.83,2.78,-0.06,2026-05-10T07:30:20Z,false
1478.43,148.62,2.78,-0.06,2026-05-10T07:30:22Z,false
1480.08,148.42,2.78,-0.06,2026-05-10T07:30:24Z,false
1481.73,148.21,2.78,-0.05,2026-05-10T07:30:26Z,false
1483.39,147.99,2.78,-0.05,2026-05-10T07:30:28Z,false
1485.04,147.77,2.78,-0.05,2026-05-10T07:30:30Z,false
1486.70,147.55,2.78,-0.05,2026-05-10T07:30:32Z,false
1488.36,147.31,2.78,-0.05,2026-05-10T07:30:34Z,false
1490.01,147.08,2.78,-0.05,2026-05-10T07:30:36Z,false
1491.67,146.83,2.78,-0.05,2026-05-10T07:30:38Z,false
1493.32,146.59,2.78,-0.05,2026-05-10T07:30:40Z,false
1494.97,146.33,2.78,-0.04,2026-05-10T07:30:42Z,false
1496.61,146.07,2.78,-0.04,2026-05-10T07:30:44Z,false
1498.26,145.81,2.78,-0.04,2026-05-10T07:30:46Z,false
1499.90,145.54,2.78,-0.04,2026-05-10T07:30:48Z,false
1501.53,145.26,2.78,-0.04,2026-05-10T07:30:50Z,false
1503.16,144.99,2.78,-0.04,2026-05-10T07:30:52Z,false
1504.79,144.70,2.78,-0.04,2026-05-10T07:30:54Z,false
1506.41,144.42,2.78,-0.04,2026-05-10T07:30:56Z,false
1508.02,144.13,2.78,-0.03,2026-05-10T07:30:58Z,false
1509.63,143.84,2.78,-0.03,2026-05-10T07:31:00Z,false
1511.23,143.55,2.78,-0.03,2026-05-10T07:31:02Z,false
1512.83,143.26,2.78,-0.03,2026-05-10T07:31:04Z,false
1514.43,142.96,2.78,-0.03,2026-05-10T07:31:06Z,false
1516.02,142.67,2.78,-0.03,2026-05-10T07:31:08Z,false
1517.60,142.37,2.78,-0.03,2026-05-10T07:31:10Z,false
1519.18,142.08,2.78,-0.03,2026-05-10T07:31:12Z,false
1520.76,141.79,2.78,-0.03,2026-05-10T07:31:14Z,false
1522.34,141.50,2.78,-0.03,2026-05-10T07:31:16Z,false
1523.91,141.22,2.78,-0.03,2026-05-10T07:31:18Z,false
1525.49,140.94,2.78,-0.02,2026-05-10T07:31:20Z,false
1527.06,140.66,2.78,-0.02,2026-05-10T07:31:22Z,false
1528.63,140.38,2.78,-0.02,2026-05-10T07:31:24Z,false
1530.21,140.12,2.78,-0.02,2026-05-10T07:31:26Z,false
1531.78,139.85,2.77,-0.02,2026-05-10T07:31:28Z,false
1533.36,139.59,2.77,-0.02,2026-05-10T07:31:30Z,false
1534.94,139.34,2.77,-0.02,2026-05-10T07:31:32Z,false
1536.53,139.09,2.77,-0.02,2026-05-10T07:31:34Z,false
1538.12,138.84,2.77,-0.02,2026-05-10T07:31:36Z,false
1539.72,138.60,2.77,-0.02,2026-05-10T07:31:38Z,false
1541.32,138.37,2.77,-0.02,2026-05-10T07:31:40Z,false
1542.92,138.14,2.77,-0.02,2026-05-10T07:31:42Z,false
1544.54,137.92,2.77,-0.02,2026-05-10T07:31:44Z,false
1546.16,137.70,2.77,-0.02,2026-05-10T07:31:46Z,false
1547.78,137.48,2.77,-0.02,2026-05-10T07:31:48Z,false
1549.42,137.27,2.77,-0.02,2026-05-10T07:31:50Z,false
1551.06,137.06,2.77,-0.01,2026-05-10T07:31:52Z,false
1552.70,136.86,2.76,-0.01,2026-05-10T07:31:54Z,false
1554.36,136.66,2.76,-0.01,2026-05-10T07:31:56Z,false
1556.02,136.46,2.76,-0.01,2026-05-10T07:31:58Z,false
1557.69,136.26,2.76,-0.01,2026-05-10T07:32:00Z,false
1559.36,136.07,2.76,-0.01,2026-05-10T07:32:02Z,false
1561.03,135.87,2.76,-0.01,2026-05-10T07:32:04Z,false
1562.72,135.67,2.76,-0.01,2026-05-10T07:32:06Z,false
1564.40,135.48,2.76,-0.01,2026-05-10T07:32:08Z,false
1566.09,135.28,2.76,-0.01,2026-05-10T07:32:10Z,false
1567.78,135.08,2.75,-0.01,2026-05-10T07:32:12Z,false
1569.48,134.88,2.75,-0.01,2026-05-10T07:32:14Z,false
1571.17,134.68,2.75,-0.01,2026-05-10T07:32:16Z,false
1572.87,134.47,2.75,-0.01,2026-05-10T07:32:18Z,false
1574.56,134.27,2.75,-0.01,2026-05-10T07:32:20Z,false
1576.25,134.05,2.75,-0.01,2026-05-10T07:32:22Z,false
1577.95,133.84,2.75,-0.01,2026-05-10T07:32:24Z,false
1579.64,133.62,2.74,-0.01,2026-05-10T07:32:26Z,false
1581.32,133.39,2.74,-0.01,2026-05-10T07:32:28Z,false
1583.00,133.17,2.74,-0.01,2026-05-10T07:32:30Z,false
1584.68,132.93,2.74,-0.01,2026-05-10T07:32:32Z,false
1586.36,132.70,2.74,-0.01,2026-05-10T07:32:34Z,false
1588.03,132.46,2.74,-0.01,2026-05-10T07:32:36Z,false
1589.69,132.21,2.74,-0.01,2026-05-10T07:32:38Z,false
1591.35,131.97,2.73,-0.01,2026-05-10T07:32:40Z,false
1593.00,131.72,2.73,-0.01,2026-05-10T07:32:42Z,false
1594.65,131.46,2.73,-0.01,2026-05-10T07:32:44Z,false
1596.30,131.21,2.73,-0.01,2026-05-10T07:32:46Z,false
1597.93,130.95,2.73,-0.01,2026-05-10T07:32:48Z,false
1599.57,130.69,2.73,-0.01,2026-05-10T07:32:50Z,false
1601.20,130.42,2.72,-0.01,2026-05-10T07:32:52Z,false
1602.82,130.16,2.72,-0.01,2026-05-10T07:32:54Z,false
1604.44,129.90,2.72,-0.01,2026-05-10T07:32:56Z,false
1606.06,129.63,2.72,-0.01,2026-05-10T07:32:58Z,false
1607.68,129.37,2.72,-0.01,2026-05-10T07:33:00Z,false
1609.29,129.11,2.72,-0.01,2026-05-10T07:33:02Z,false
1610.90,128.85,2.72,-0.01,2026-05-10T07:33:04Z,false
1612.51,128.59,2.71,-0.01,2026-05-10T07:33:06Z,false
1614.13,128.34,2.71,-0.02,2026-05-10T07:33:08Z,false
1615.74,128.09,2.71,-0.02,2026-05-10T07:33:10Z,false
1617.35,127.84,2.71,-0.02,2026-05-10T07:33:12Z,false
1618.97,127.59,2.71,-0.02,2026-05-10T07:33:14Z,false
1620.59,127.35,2.71,-0.02,2026-05-10T07:33:16Z,false
1622.21,127.12,2.70,-0.02,2026-05-10T07:33:18Z,false
1623.83,126.89,2.70,-0.02,2026-05-10T07:33:20Z,false
1625.46,126.66,2.70,-0.02,2026-05-10T07:33:22Z,false
1627.09,126.44,2.70,-0.02,2026-05-10T07:33:24Z,false
1628.72,126.23,2.70,-0.02,2026-05-10T07:33:26Z,false
1630.36,126.02,2.69,-0.02,2026-05-10T07:33:28Z,false
1632.01,125.81,2.69,-0.02,2026-05-10T07:33:30Z,false
1633.66,125.62,2.69,-0.02,2026-05-10T07:33:32Z,false
1635.31,125.42,2.69,-0.02,2026-05-10T07:33:34Z,false
1636.97,125.23,2.69,-0.02,2026-05-10T07:33:36Z,false
1638.63,125.05,2.69,-0.02,2026-05-10T07:33:38Z,false
1640.29,124.87,2.68,-0.02,2026-05-10T07:33:40Z,false
1641.96,124.69,2.68,-0.02,2026-05-10T07:33:42Z,false
1643.63,124.51,2.68,-0.03,2026-05-10T07:33:44Z,false
1645.31,124.34,2.68,-0.03,2026-05-10T07:33:46Z,false
1646.98,124.18,2.68,-0.03,2026-05-10T07:33:48Z,false
1648.66,124.01,2.68,-0.03,2026-05-10T07:33:50Z,false
1650.33,123.84,2.67,-0.03,2026-05-10T07:33:52Z,false
1652.01,123.68,2.67,-0.03,2026-05-10T07:33:54Z,false
1653.68,123.51,2.67,-0.03,2026-05-10T07:33:56Z,false
1655.36,123.35,2.67,-0.03,2026-05-10T07:33:58Z,false
1657.03,123.18,2.67,-0.03,2026-05-10T07:34:00Z,false
1658.69,123.01,2.67,-0.03,2026-05-10T07:34:02Z,false
1660.36,122.84,2.66,-0.03,2026-05-10T07:34:04Z,false
1662.02,122.66,2.66,-0.03,2026-05-10T07:34:06Z,false
1663.67,122.49,2.66,-0.03,2026-05-10T07:34:08Z,false
1665.32,122.30,2.66,-0.04,2026-05-10T07:34:10Z,false
1666.97,122.12,2.66,-0.04,2026-05-10T07:34:12Z,false
1668.60,121.93,2.66,-0.04,2026-05-10T07:34:14Z,false
1670.23,121.73,2.66,-0.04,2026-05-10T07:34:16Z,false
1671.86,121.53,2.65,-0.04,2026-05-10T07:34:18Z,false
1673.48,121.33,2.65,-0.04,2026-05-10T07:34:20Z,false
1675.09,121.12,2.65,-0.04,2026-05-10T07:34:22Z,false
1676.70,120.90,2.65,-0.04,2026-05-10T07:34:24Z,false
1678.29,120.68,2.65,-0.04,2026-05-10T07:34:26Z,false
1679.89,120.45,2.65,-0.04,2026-05-10T07:34:28Z,false
1681.48,120.22,2.64,-0.04,2026-05-10T07:34:30Z,false
1683.06,119.98,2.64,-0.05,2026-05-10T07:34:32Z,false
1684.64,119.74,2.64,-0.05,2026-05-10T07:34:34Z,false
1686.21,119.49,2.64,-0.05,2026-05-10T07:34:36Z,false
1687.78,119.24,2.64,-0.05,2026-05-10T07:34:38Z,false
1689.35,118.99,2.64,-0.05,2026-05-10T07:34:40Z,false
1690.92,118.74,2.64,-0.05,2026-05-10T07:34:42Z,false
1692.48,118.48,2.64,-0.05,2026-05-10T07:34:44Z,false
1694.05,118.22,2.63,-0.05,2026-05-10T07:34:46Z,false
1695.61,117.96,2.63,-0.05,2026-05-10T07:34:48Z,false
1697.18,117.70,2.63,-0.05,2026-05-10T07:34:50Z,false
1698.75,117.44,2.63,-0.05,2026-05-10T07:34:52Z,false
1700.32,117.19,2.63,-0.06,2026-05-10T07:34:54Z,false
1701.90,116.93,2.63,-0.06,2026-05-10T07:34:56Z,false
1703.48,116.68,2.63,-0.06,2026-05-10T07:34:58Z,false
1705.06,116.42,2.63,-0.06,2026-05-10T07:35:00Z,false
1706.65,116.18,2.63,-0.06,2026-05-10T07:35:02Z,false
1708.25,115.93,2.62,-0.06,2026-05-10T07:35:04Z,false
1709.85,115.69,2.62,-0.06,2026-05-10T07:35:06Z,false
1711.45,115.46,2.62,-0.06,2026-05-10T07:35:08Z,false
1713.07,115.23,2.62,-0.06,2026-05-10T07:35:10Z,false
1714.69,115.01,2.62,-0.06,2026-05-10T07:35:12Z,false
1716.31,114.80,2.62,-0.07,2026-05-10T07:35:14Z,false
1717.95,114.59,2.62,-0.07,2026-05-10T07:35:16Z,false
1719.59,114.39,2.62,-0.07,2026-05-10T07:35:18Z,false
1721.23,114.19,2.62,-0.07,2026-05-10T07:35:20Z,false
1722.89,114.00,2.62,-0.07,2026-05-10T07:35:22Z,false
1724.54,113.82,2.62,-0.07,2026-05-10T07:35:24Z,false
1726.21,113.65,2.61,-0.07,2026-05-10T07:35:26Z,false
1727.87,113.48,2.61,-0.07,2026-05-10T07:35:28Z,false
1729.54,113.33,2.61,-0.07,2026-05-10T07:35:30Z,false
1731.22,113.17,2.61,-0.08,2026-05-10T07:35:32Z,false
1732.90,113.03,2.61,-0.08,2026-05-10T07:35:34Z,false
1734.58,112.89,2.61,-0.08,2026-05-10T07:35:36Z,false
1736.26,112.76,2.61,-0.08,2026-05-10T07:35:38Z,false
1737.94,112.63,2.61,-0.08,2026-05-10T07:35:40Z,false
1739.62,112.51,2.61,-0.08,2026-05-10T07:35:42Z,false
1741.30,112.39,2.61,-0.08,2026-05-10T07:35:44Z,false
1742.98,112.28,2.61,-0.08,2026-05-10T07:35:46Z,false
1744.66,112.17,2.61,-0.08,2026-05-10T07:35:48Z,false
1746.33,112.07,2.61,-0.08,2026-05-10T07:35:50Z,false
1748.00,111.96,2.61,-0.09,2026-05-10T07:35:52Z,false
1749.67,111.87,2.61,-0.09,2026-05-10T07:35:54Z,false
1751.34,111.77,2.61,-0.09,2026-05-10T07:35:56Z,false
1753.00,111.67,2.61,-0.09,2026-05-10T07:35:58Z,false
1754.66,111.58,2.61,-0.09,2026-05-10T07:36:00Z,false
1756.31,111.49,2.61,-0.09,2026-05-10T07:36:02Z,false
1757.96,111.39,2.61,-0.09,2026-05-10T07:36:04Z,false
1759.60,111.30,2.61,-0.09,2026-05-10T07:36:06Z,false
1761.25,111.21,2.61,-0.09,2026-05-10T07:36:08Z,false
1762.88,111.12,2.61,-0.09,2026-05-10T07:36:10Z,false
1764.52,111.03,2.61,-0.09,2026-05-10T07:36:12Z,false
1766.15,110.94,2.61,-0.10,2026-05-10T07:36:14Z,false
1767.78,110.84,2.61,-0.10,2026-05-10T07:36:16Z,false
1769.41,110.75,2.61,-0.10,2026-05-10T07:36:18Z,false
1771.03,110.66,2.61,-0.10,2026-05-10T07:36:20Z,false
1772.66,110.57,2.61,-0.10,2026-05-10T07:36:22Z,false
1774.28,110.47,2.61,-0.10,2026-05-10T07:36:24Z,false
1775.91,110.38,2.61,-0.10,2026-05-10T07:36:26Z,false
1777.53,110.29,2.61,-0.10,2026-05-10T07:36:28Z,false
1779.16,110.20,2.61,-0.10,2026-05-10T07:36:30Z,false
1780.79,110.11,2.61,-0.10,2026-05-10T07:36:32Z,false
1782.42,110.03,2.61,-0.10,2026-05-10T07:36:34Z,false
1784.06,109.95,2.61,-0.10,2026-05-10T07:36:36Z,false
1785.70,109.87,2.61,-0.11,2026-05-10T07:36:38Z,false
1787.34,109.79,2.61,-0.11,2026-05-10T07:36:40Z,false
1788.99,109.72,2.61,-0.11,2026-05-10T07:36:42Z,false
1790.64,109.65,2.61,-0.11,2026-05-10T07:36:44Z,false
1792.30,109.59,2.61,-0.11,2026-05-10T07:36:46Z,false
1793.97,109.54,2.61,-0.11,2026-05-10T07:36:48Z,false
1795.64,109.49,2.61,-0.11,2026-05-10T07:36:50Z,false
1797.31,109.45,2.61,-0.11,2026-05-10T07:36:52Z,false
1799.00,109.42,2.61,-0.11,2026-05-10T07:36:54Z,false
1800.68,109.39,2.61,-0.11,2026-05-10T07:36:56Z,false
1802.37,109.38,2.61,-0.11,2026-05-10T07:36:58Z,false
1804.07,109.37,2.61,-0.11,2026-05-10T07:37:00Z,false
1805.77,109.38,2.62,-0.11,2026-05-10T07:37:02Z,false
1807.47,109.39,2.62,-0.11,2026-05-10T07:37:04Z,false
1809.18,109.42,2.62,-0.11,2026-05-10T07:37:06Z,false
1810.89,109.45,2.62,-0.11,2026-05-10T07:37:08Z,false
1812.60,109.50,2.62,-0.12,2026-05-10T07:37:10Z,false
1814.31,109.56,2.62,-0.12,2026-05-10T07:37:12Z,false
1816.02,109.62,2.62,-0.12,2026-05-10T07:37:14Z,false
1817.74,109.70,2.62,-0.12,2026-05-10T07:37:16Z,false
1819.45,109.80,2.62,-0.12,2026-05-10T07:37:18Z,false
1821.16,109.90,2.62,-0.12,2026-05-10T07:37:20Z,false
1822.86,110.01,2.62,-0.12,2026-05-10T07:37:22Z,false
1824.56,110.13,2.62,-0.12,2026-05-10T07:37:24Z,false
1826.26,110.27,2.63,-0.12,2026-05-10T07:37:26Z,false
1827.96,110.41,2.63,-0.12,2026-05-10T07:37:28Z,false
1829.64,110.56,2.63,-0.12,2026-05-10T07:37:30Z,false
1831.33,110.72,2.63,-0.12,2026-05-10T07:37:32Z,false
1833.00,110.89,2.63,-0.12,2026-05-10T07:37:34Z,false
1834.67,111.07,2.63,-0.12,2026-05-10T07:37:36Z,false
1836.33,111.26,2.63,-0.12,2026-05-10T07:37:38Z,false
1837.99,111.45,2.63,-0.12,2026-05-10T07:37:40Z,false
1839.64,111.65,2.64,-0.12,2026-05-10T07:37:42Z,false
1841.28,111.85,2.64,-0.12,2026-05-10T07:37:44Z,false
1842.91,112.06,2.64,-0.12,2026-05-10T07:37:46Z,false
1844.54,112.27,2.64,-0.12,2026-05-10T07:37:48Z,false
1846.16,112.49,2.64,-0.12,2026-05-10T07:37:50Z,false
1847.77,112.71,2.64,-0.12,2026-05-10T07:37:52Z,false
1849.37,112.93,2.64,-0.12,2026-05-10T07:37:54Z,false
1850.97,113.16,2.65,-0.12,2026-05-10T07:37:56Z,false
1852.57,113.39,2.65,-0.12,2026-05-10T07:37:58Z,false
1854.16,113.62,2.65,-0.12,2026-05-10T07:38:00Z,false
1855.75,113.85,2.65,-0.12,2026-05-10T07:38:02Z,false
1857.33,114.08,2.65,-0.12,2026-05-10T07:38:04Z,false
1858.91,114.31,2.65,-0.12,2026-05-10T07:38:06Z,false
1860.49,114.54,2.65,-0.12,2026-05-10T07:38:08Z,false
1862.07,114.78,2.66,-0.12,2026-05-10T07:38:10Z,false
1863.65,115.01,2.66,-0.12,2026-05-10T07:38:12Z,false
1865.23,115.24,2.66,-0.12,2026-05-10T07:38:14Z,false
1866.80,115.47,2.66,-0.12,2026-05-10T07:38:16Z,false
1868.39,115.71,2.66,-0.12,2026-05-10T07:38:18Z,false
1869.97,115.94,2.66,-0.12,2026-05-10T07:38:20Z,false
1871.55,116.18,2.67,-0.12,2026-05-10T07:38:22Z,false
1873.14,116.41,2.67,-0.12,2026-05-10T07:38:24Z,false
1874.74,116.65,2.67,-0.12,2026-05-10T07:38:26Z,false
1876.33,116.89,2.67,-0.12,2026-05-10T07:38:28Z,false
1877.93,117.13,2.67,-0.12,2026-05-10T07:38:30Z,false
1879.54,117.37,2.68,-0.12,2026-05-10T07:38:32Z,false
1881.15,117.62,2.68,-0.12,2026-05-10T07:38:34Z,false
1882.76,117.87,2.68,-0.12,2026-05-10T07:38:36Z,false
1884.38,118.12,2.68,-0.12,2026-05-10T07:38:38Z,false
1886.00,118.38,2.68,-0.12,2026-05-10T07:38:40Z,true
1887.63,118.64,2.91,-0.12,2026-05-10T07:38:42Z,true
1889.26,118.91,3.13,-0.12,2026-05-10T07:38:44Z,true
1890.89,119.18,3.34,-0.12,2026-05-10T07:38:46Z,true
1892.53,119.46,3.55,-0.12,2026-05-10T07:38:48Z,true
1894.16,119.74,3.76,-0.11,2026-05-10T07:38:50Z,true
1895.80,120.03,3.95,-0.11,2026-05-10T07:38:52Z,true
1897.44,120.33,4.14,-0.11,2026-05-10T07:38:54Z,true
1899.08,120.64,4.31,-0.11,2026-05-10T07:38:56Z,true
1900.72,120.95,4.47,-0.11,2026-05-10T07:38:58Z,true
1902.36,121.27,4.62,-0.11,2026-05-10T07:39:00Z,true
1904.00,121.60,4.75,-0.11,2026-05-10T07:39:02Z,true
1905.63,121.94,4.87,-0.11,2026-05-10T07:39:04Z,true
1907.27,122.28,4.96,-0.11,2026-05-10T07:39:06Z,true
1908.90,122.64,5.04,-0.11,2026-05-10T07:39:08Z,true
1910.52,123.00,5.10,-0.11,2026-05-10T07:39:10Z,true
1912.14,123.36,5.14,-0.11,2026-05-10T07:39:12Z,true
1913.76,123.74,5.17,-0.11,2026-05-10T07:39:14Z,true
1915.37,124.12,5.17,-0.10,2026-05-10T07:39:16Z,true
1916.98,124.51,5.15,-0.10,2026-05-10T07:39:18Z,true
1918.58,124.90,5.11,-0.10,2026-05-10T07:39:20Z,true
1920.18,125.30,5.06,-0.10,2026-05-10T07:39:22Z,true
1921.77,125.70,4.98,-0.10,2026-05-10T07:39:24Z,true
1923.36,126.11,4.89,-0.10,2026-05-10T07:39:26Z,true
1924.94,126.53,4.78,-0.10,2026-05-10T07:39:28Z,true
1926.52,126.94,4.65,-0.10,2026-05-10T07:39:30Z,true
1928.09,127.36,4.51,-0.10,2026-05-10T07:39:32Z,true
1929.66,127.78,4.35,-0.09,2026-05-10T07:39:34Z,true
1931.22,128.20,4.18,-0.09,2026-05-10T07:39:36Z,true
1932.79,128.63,4.00,-0.09,2026-05-10T07:39:38Z,true
1934.35,129.05,3.81,-0.09,2026-05-10T07:39:40Z,true
1935.91,129.47,3.61,-0.09,2026-05-10T07:39:42Z,true
1937.47,129.90,3.40,-0.09,2026-05-10T07:39:44Z,true
1939.03,130.32,3.19,-0.09,2026-05-10T07:39:46Z,true
1940.59,130.73,2.98,-0.09,2026-05-10T07:39:48Z,true
1942.15,131.15,2.76,-0.08,2026-05-10T07:39:50Z,true
1943.71,131.56,2.76,-0.08,2026-05-10T07:39:52Z,false
1945.28,131.97,2.76,-0.08,2026-05-10T07:39:54Z,false
1946.85,132.37,2.77,-0.08,2026-05-10T07:39:56Z,false
1948.42,132.77,2.77,-0.08,2026-05-10T07:39:58Z,false
1950.00,133.17,2.77,-0.08,2026-05-10T07:40:00Z,false
1951.58,133.56,2.77,-0.08,2026-05-10T07:40:02Z,false
1953.17,133.94,2.78,-0.07,2026-05-10T07:40:04Z,false
1954.76,134.32,2.78,-0.07,2026-05-10T07:40:06Z,false
1956.37,134.70,2.78,-0.07,2026-05-10T07:40:08Z,false
1957.97,135.07,2.78,-0.07,2026-05-10T07:40:10Z,false
1959.59,135.44,2.79,-0.07,2026-05-10T07:40:12Z,false
1961.21,135.80,2.79,-0.07,2026-05-10T07:40:14Z,false
1962.83,136.16,2.79,-0.06,2026-05-10T07:40:16Z,false
1964.47,136.51,2.79,-0.06,2026-05-10T07:40:18Z,false
1966.11,136.86,2.80,-0.06,2026-05-10T07:40:20Z,false
1967.75,137.20,2.80,-0.06,2026-05-10T07:40:22Z,false
1969.40,137.55,2.80,-0.06,2026-05-10T07:40:24Z,false
1971.06,137.89,2.80,-0.05,2026-05-10T07:40:26Z,false
1972.72,138.23,2.81,-0.05,2026-05-10T07:40:28Z,false
1974.38,138.56,2.81,-0.05,2026-05-10T07:40:30Z,false
1976.05,138.90,2.81,-0.05,2026-05-10T07:40:32Z,false
1977.72,139.24,2.81,-0.05,2026-05-10T07:40:34Z,false
1979.39,139.58,2.82,-0.04,2026-05-10T07:40:36Z,false
1981.06,139.91,2.82,-0.04,2026-05-10T07:40:38Z,false
1982.73,140.25,2.82,-0.04,2026-05-10T07:40:40Z,false
1984.39,140.60,2.82,-0.04,2026-05-10T07:40:42Z,false
1986.06,140.94,2.83,-0.04,2026-05-10T07:40:44Z,false
1987.73,141.29,2.83,-0.03,2026-05-10T07:40:46Z,false
1989.39,141.64,2.83,-0.03,2026-05-10T07:40:48Z,false
1991.05,142.00,2.83,-0.03,2026-05-10T07:40:50Z,false
1992.70,142.36,2.84,-0.03,2026-05-10T07:40:52Z,false
